"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"1363","41366","Olivia's Cupcake Cafe",NA,2019,NA,"185","Friends","335",NA,"Ages_6+",2,"NA","0.56Kg (1.23 lb)","NA","Small"
"1364","41367","Stephanie's Horse Jumping",NA,2019,NA,"168","Friends","337",NA,"Ages_NA",2,"Box","0.59Kg (1.3 lb)","Retail","Small"
"1365","41368","Andrea's Talent Show",NA,2019,NA,"184","Friends","492",NA,"Ages_NA",2,"NA","0.72Kg (1.59 lb)","NA","Small"
"1366","41369","Mia's House",NA,2019,NA,"276","Friends","715",NA,"Ages_NA",3,"NA","1.12Kg (2.47 lb)","NA","Small"
"1367","41371","Mia's Horse Trailer",NA,2019,NA,"120","Friends","216",NA,"Ages_6+",2,"Box","NA","Retail","Small"
"1368","41372","Stephanie's Gymnastics Show",NA,2019,NA,"115","Friends","241",NA,"Ages_6+",2,"Box","NA","Retail","Small"
"1369","41373","Funny Octopus Ride",NA,2019,NA,"146","Friends","324",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"1370","41374","Andrea's Pool Party",NA,2019,NA,"221","Friends","468",NA,"Ages_6+",2,"Box","NA","Retail","Small"
"1371","41375","Heartlake City Amusement Pier",NA,2019,NA,"436","Friends","1251",NA,"Ages_8+",7,"Box","NA","Retail","Small"
"1372","41376","Turtles Rescue Mission",NA,2019,NA,"125","Friends","225",NA,"Ages_6+",2,"Box","NA","Retail","Small"
"1373","41378","Dolphins Rescue Mission",NA,2019,NA,"192","Friends","363",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"1374","41379","Heartlake City Restaurant",NA,2019,NA,"201","Friends","624",NA,"Ages_6+",3,"Box","NA","Retail","Small"
"1375","41380","Lighthouse Rescue Center",NA,2019,NA,"273","Friends","602",NA,"Ages_NA",2,"Box","NA","Retail","Small"
"1376","41381","Rescue Mission Boat",NA,2019,NA,"376","Friends","908",NA,"Ages_7+",4,"Box","NA","Retail","Small"
"1377","41382","Friends Advent Calendar",NA,2019,NA,"159","Friends","330",NA,"Ages_6+",3,"Box","NA","Retail","Small"
"1378","41383","Olivia's Hamster Playground",NA,2019,NA,"52","Friends","81",NA,"Ages_NA",1,"NA","0.1Kg (0.22 lb)","NA","Small"
"1379","41384","Andrea's Summer Heart Box",NA,2019,NA,"46","Friends","83",NA,"Ages_6+",1,"Box","NA","Retail","Small"
"1380","41385","Emma's Summer Heart Box",NA,2019,NA,"45","Friends","86",NA,"Ages_6+",1,"Box","NA","Retail","Small"
"1381","41386","Stephanie's Summer Heart Box",NA,2019,NA,"52","Friends","95",NA,"Ages_6+",1,"Box","NA","Retail","Small"
"1382","41387","Olivia's Summer Heart Box",NA,2019,NA,"48","Friends","93",NA,"Ages_6+",2,"Box","NA","Retail","Small"
"1383","41388","Mia's Summer Heart Box",NA,2019,NA,"41","Friends","85",NA,"Ages_6+",1,"Box","NA","Retail","Small"
"1384","41389","Ice Cream Cart",NA,2020,NA,"60","Friends","97",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1385","41390","Andrea's Car & Stage",NA,2020,NA,"116","Friends","240",NA,"Ages_6+",2,"Box","0.34Kg (0.75 lb)","Retail","Small"
"1386","41391","Heartlake City Hair Salon",NA,2020,NA,"138","Friends","235",NA,"Ages_6+",2,"Box","0.38Kg (0.84 lb)","Retail","Small"
"1387","41392","Nature Glamping",NA,2020,NA,"110","Friends","241",NA,"Ages_6+",2,"Box","0.62Kg (1.37 lb)","Retail","Small"
"1388","41393","Baking Competition",NA,2020,NA,"157","Friends","361",NA,"Ages_6+",3,"Box","0.63Kg (1.39 lb)","Retail","Small"
"1389","41394","Heartlake City Hospital",NA,2020,NA,"153","Friends","379",NA,"Ages_6+",3,"Box","0.8Kg (1.76 lb)","Retail","Small"
"1390","41395","Friendship Bus",NA,2020,NA,"286","Friends","778",NA,"Ages_8+",3,"Box","1.54Kg (3.39 lb)","Retail","Small"
"1391","41396","Puppy Playground",NA,2020,NA,"41","Friends","57",NA,"Ages_4+",1,"Box","NA","Retail","Small"
"1392","41397","Juice Truck",NA,2020,NA,"75","Friends","103",NA,"Ages_4+",2,"Box","0.32Kg (0.7 lb)","Retail","Small"
"1393","41398","Stephanie's House",NA,2020,NA,"116","Friends","170",NA,"Ages_4+",3,"Box","0.56Kg (1.23 lb)","Retail","Small"
"1394","41400","Andrea's Play Cube - Singer",NA,2020,NA,"32","Friends","49",NA,"Ages_6+",1,"Box","0.1Kg (0.22 lb)","Retail","Small"
"1395","41401","Stephanie's Play Cube - Baker",NA,2020,NA,"37","Friends","44",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1396","41402","Olivia's Play Cube - Researcher",NA,2020,NA,"34","Friends","40",NA,"Ages_6+",1,"Box","0.1Kg (0.22 lb)","Retail","Small"
"1397","41403","Mia's Play Cube - Veterinarian",NA,2020,NA,"32","Friends","36",NA,"Ages_6+",1,"Box","0.1Kg (0.22 lb)","Retail","Small"
"1398","41404","Emma's Play Cube - Photographer",NA,2020,NA,"31","Friends","40",NA,"Ages_6+",1,"Box","0.1Kg (0.22 lb)","Retail","Small"
"1399","41405","Andrea's Play Cube - Pet Shop",NA,2020,NA,"33","Friends","40",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1400","41406","Stephanie's Play Cube - Beauty Salon",NA,2020,NA,"35","Friends","44",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1401","41407","Olivia's Play Cube - Sweet Shop",NA,2020,NA,"40","Friends","47",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1402","41408","Mia's Play Cube - Cinema",NA,2020,NA,"31","Friends","37",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1403","41409","Emma's Play Cube - Toy Store",NA,2020,NA,"42","Friends","49",NA,"Ages_6+",1,"Box","0.09Kg (0.2 lb)","Retail","Small"
"1404","41410","Andrea's Summer Play Cube",NA,2020,NA,"39","Friends","43",NA,"Ages_6+",1,"Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"1405","41411","Stephanie's Summer Play Cube",NA,2020,NA,"37","Friends","47",NA,"Ages_6+",1,"Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"1406","41412","Olivia's Summer Play Cube",NA,2020,NA,"39","Friends","48",NA,"Ages_6+",1,"Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"1407","41413","Mia's Summer Play Cube",NA,2020,NA,"40","Friends","50",NA,"Ages_6+",1,"Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"1408","41414","Emma's Summer Play Cube",NA,2020,NA,"45","Friends","46",NA,"Ages_6+",1,"NA","0.1Kg (0.22 lb)","NA","Small"
"1409","41420","Friends Advent Calendar",NA,2020,NA,"163","Friends","236",NA,"Ages_6+",5,"Box","0.35Kg (0.77 lb)","Retail","Small"
"1410","41421","Baby Elephant Jungle Rescue",NA,2020,NA,"111","Friends","203",NA,"Ages_6+",2,"Box","0.34Kg (0.75 lb)","Retail","Small"
"1411","41422","Panda Jungle Tree House",NA,2020,NA,"149","Friends","265",NA,"Ages_7+",2,"Box","0.44Kg (0.97 lb)","Retail","Small"
"1412","41423","Tiger Hot Air Balloon Jungle Rescue",NA,2020,NA,"145","Friends","302",NA,"Ages_7+",2,"Box","0.63Kg (1.39 lb)","Retail","Small"
"1413","41424","Jungle Rescue Base",NA,2020,NA,"251","Friends","648",NA,"Ages_8+",3,"Box","1.26Kg (2.78 lb)","Retail","Small"
"1414","41425","Olivia's Flower Garden",NA,2020,NA,"61","Friends","92",NA,"Ages_6+",2,"Box","0.11Kg (0.24 lb)","Retail","Small"
"1415","41426","Heartlake City Park Café",NA,2020,NA,"117","Friends","224",NA,"Ages_6+",2,"Box","0.33Kg (0.73 lb)","Retail","Small"
"1416","41427","Emma's Fashion Shop",NA,2020,NA,"153","Friends","343",NA,"Ages_6+",2,"Box","0.53Kg (1.17 lb)","Retail","Small"
"1417","41428","Beach House",NA,2020,NA,"216","Friends","444",NA,"Ages_6+",2,"Box","0.72Kg (1.59 lb)","Retail","Small"
"1418","41429","Heartlake City Airplane",NA,2020,NA,"238","Friends","574",NA,"Ages_7+",3,"Box","1.09Kg (2.4 lb)","Retail","Small"
"1419","41430","Summer Fun Water Park",NA,2020,NA,"394","Friends","1001",NA,"Ages_8+",4,"Box","1.72Kg (3.79 lb)","Retail","Small"
"1420","41431","Heartlake City Brick Box",NA,2020,NA,"121","Friends","321",NA,"Ages_5+",2,"Tub","0.96Kg (2.11 lb)","Retail","Small"
"1421","41432","Alpaca Mountain Jungle Rescue",NA,2020,NA,"270","Friends","512",NA,"Ages_7+",2,"Box","NA","Retail","Small"
"1422","41433","Party Boat",NA,2020,NA,"271","Friends","640",NA,"Ages_7+",3,"Box","1.25Kg (2.75 lb)","Retail","Small"
"1423","41434","Andrea's Jungle Play Cube",NA,2020,NA,"43","Friends","47",NA,"Ages_6+",1,"Plastic canister","NA","Retail","Small"
"1424","41435","Stephanie's Jungle Play Cube",NA,2020,NA,"38","Friends","41",NA,"Ages_6+",1,"Plastic canister","NA","Retail","Small"
"1425","41436","Olivia's Jungle Play Cube",NA,2020,NA,"42","Friends","51",NA,"Ages_6+",1,"Plastic canister","NA","Retail","Small"
"1426","41437","Mia's Jungle Play Cube",NA,2020,NA,"36","Friends","43",NA,"Ages_6+",1,"Plastic canister","NA","Retail","Small"
"1427","41438","Emma's Jungle Play Cube",NA,2020,NA,"40","Friends","50",NA,"Ages_6+",1,"Plastic canister","NA","Retail","Small"
"1428","41440",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1429","41443",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1430","41446",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1431","41450",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1432","41451","Unikitty Cloud Car",NA,2018,NA,"83","Unikitty","126",NA,"Ages_5 - 12",3,"Box","0.14Kg (0.31 lb)","Retail","Small"
"1433","41452","Prince Puppycorn Trike",NA,2018,NA,"65","Unikitty","101",NA,"Ages_5 - 12",3,"Box","0.15Kg (0.33 lb)","Retail","Small"
"1434","41453","Party Time",NA,2018,NA,"119","Unikitty","214",NA,"Ages_6 - 12",4,"Box","0.27Kg (0.59 lb)","Retail","Small"
"1435","41454","Dr. Fox Laboratory",NA,2018,NA,"163","Unikitty","359",NA,"Ages_6 - 12",4,"Box","0.52Kg (1.15 lb)","Retail","Small"
"1436","41455","Unikingdom Creative Brick Box",NA,2018,NA,"220","Unikitty","433",NA,"Ages_5 - 12",17,"Tub","1.03Kg (2.27 lb)","Retail","Small"
"1437","41456","Unikingdom Fairground Fun",NA,2018,NA,"254","Unikitty","515",NA,"Ages_7 - 12",6,"Box","NA","Retail","Small"
"1438","41597","Go Brick Me",NA,2018,NA,"160","BrickHeadz","708",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1439","41598","The Flash",NA,2018,NA,"47","BrickHeadz","122",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1440","41599","Wonder Woman",NA,2018,NA,"54","BrickHeadz","143",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1441","41600","Aquaman",NA,2018,NA,"40","BrickHeadz","135",NA,"Ages_NA",NA,"Box","NA","NA","Small"
"1442","41601","Cyborg",NA,2018,NA,"48","BrickHeadz","108",NA,"Ages_NA",NA,"Box","NA","NA","Small"
"1443","41602","Rey",NA,2018,NA,"50","BrickHeadz","119",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1444","41603","Kylo Ren",NA,2018,NA,"50","BrickHeadz","130",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1445","41604","Iron Man MK50",NA,2018,NA,"41","BrickHeadz","101",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1446","41605","Thanos",NA,2018,NA,"37","BrickHeadz","105",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1447","41606","Star-Lord",NA,2018,NA,"51","BrickHeadz","113",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1448","41607","Gamora",NA,2018,NA,"51","BrickHeadz","136",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1449","41608","Han Solo",NA,2018,NA,"51","BrickHeadz","141",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1450","41609","Chewbacca",NA,2018,NA,"52","BrickHeadz","149",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1451","41610","Tactical Batman & Superman",NA,2018,NA,"72","BrickHeadz","209",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1452","41611","Marty McFly & Doc Brown",NA,2018,NA,"73","BrickHeadz","240",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1453","41612","Steve & Creeper",NA,2018,NA,"64","BrickHeadz","160",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1454","41613","Mr. Incredible & Frozone",NA,2018,NA,"59","BrickHeadz","160",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1455","41614","Owen & Blue",NA,2018,NA,"84","BrickHeadz","234",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1456","41615","Harry Potter & Hedwig",NA,2018,NA,"73","BrickHeadz","180",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1457","41616","Hermione Granger",NA,2018,NA,"50","BrickHeadz","127",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1458","41617","Elsa",NA,2018,NA,"48","BrickHeadz","130",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1459","41618","Anna & Olaf",NA,2018,NA,"78","BrickHeadz","201",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1460","41619","Darth Vader",NA,2018,NA,"41","BrickHeadz","104",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1461","41620","Stormtrooper",NA,2018,NA,"51","BrickHeadz","124",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1462","41621","Ron Weasley & Albus Dumbledore",NA,2018,NA,"82","BrickHeadz","245",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"1463","41622","Peter Venkman & Slimer",NA,2018,NA,"90","BrickHeadz","228",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1464","41623","Ariel & Ursula",NA,2018,NA,"121","BrickHeadz","361",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1465","41624","Mickey Mouse",NA,2018,NA,"51","BrickHeadz","109",NA,"Ages_10+",NA,"Box","0.13Kg (0.29 lb)","Retail","Small"
"1466","41625","Minnie Mouse",NA,2018,NA,"59","BrickHeadz","129",NA,"Ages_10+",NA,"Box","0.14Kg (0.3 lb)","Retail","Small"
"1467","41626","Groot & Rocket",NA,2018,NA,"79","BrickHeadz","189",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1468","41627","Luke Skywalker & Yoda",NA,2018,NA,"81","BrickHeadz","215",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1469","41628","Princess Leia Organa",NA,2018,NA,"48","BrickHeadz","124",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1470","41629","Boba Fett",NA,2018,NA,"75","BrickHeadz","161",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"1471","41630","Jack Skellington & Sally",NA,2018,NA,"65","BrickHeadz","193",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1472","41631","Newt Scamander & Gellert Grindelwald",NA,2018,NA,"75","BrickHeadz","247",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1473","41632","Homer Simpson & Krusty the Clown",NA,2018,NA,"89","BrickHeadz","215",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1474","41634","Emmet",NA,2019,NA,"43","BrickHeadz","113",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"1475","41635","Wyldstyle",NA,2019,NA,"48","BrickHeadz","134",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"1476","41636","Benny",NA,2019,NA,"47","BrickHeadz","103",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"1477","41637","Sweet Mayhem",NA,2019,NA,"60","BrickHeadz","137",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"1478","41664",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1479","41667",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1480","41670",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1481","41679",NA,"€29.96",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1482","41683",NA,"€75.85",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1483","41686",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1484","41689",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1485","41694",NA,"€7.64",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1486","41697",NA,"€7.64",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1487","41700",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1488","41703",NA,"€56.73",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1489","41706",NA,"€22.61",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1490","41709",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1491","41712",NA,"€14.02",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1492","41715",NA,"€13.77",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1493","41718",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1494","41721",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1495","41724",NA,"€31.87",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1496","41728",NA,"€17.85",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1497","41731",NA,"€70.12",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1498","41735",NA,"€43.98",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1499","41740",NA,"€12.75",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1500","41751",NA,"€37.61",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1501","41775","Rainbow Unikitty",NA,2018,NA,NA,"Unikitty","14",NA,"Ages_5 - 12",1,"Foil pack","NA","Retail","Small"
"1502","41801",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1503","41805",NA,"€15.94",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1504","41808",NA,"€15.93",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1505","41900","Rainbow Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"1506","41901","Funky Animals Bracelet",NA,2020,NA,"10","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"1507","41902","Sparkly Unicorn Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"1508","41903","Cosmic Wonder Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"1509","41904","Animal Picture Holders",NA,2020,NA,"54","Dots","423",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"1510","41905","Rainbow Jewelry Stand",NA,2020,NA,"42","Dots","213",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"1511","41906","Pineapple Pencil Holder",NA,2020,NA,"39","Dots","351",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"1512","41907","Desk Organiser",NA,2020,NA,"44","Dots","405",NA,"Ages_NA",NA,"Plastic box","0.4Kg (0.88 lb)","Retail","Small"
"1513","41908","Extra DOTS - Series 1",NA,2020,NA,"6","Dots","109",NA,"Ages_6+",NA,"Foil pack","NA","Retail","Small"
"1514","41911","Go Team! Bracelet",NA,2020,NA,"12","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"1515","41912","Love Birds Bracelet",NA,2020,NA,"10","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"1516","41913","Bracelet Mega Pack",NA,2020,NA,"39","Dots","300",NA,"Ages_NA",NA,"Plastic box","0.22Kg (0.48 lb)","Retail","Small"
"1517","41914","Creative Picture Frames",NA,2020,NA,"31","Dots","398",NA,"Ages_NA",NA,"Plastic box","0.37Kg (0.81 lb)","Retail","Small"
"1518","41915","Jewelry Box",NA,2020,NA,"35","Dots","374",NA,"Ages_NA",NA,"Plastic box","0.4Kg (0.88 lb)","Retail","Small"
"1519","41916","Extra DOTS - Series 2",NA,2020,NA,"6","Dots","109",NA,"Ages_6+",NA,"Foil pack","0.01Kg (0.02 lb)","Retail","Small"
"1520","41917","Magic Forest Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"1521","41918",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1522","41919","Power Bracelet",NA,2020,NA,"12","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"1523","41923",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1524","41926",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1525","41929",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1526","41932",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1527","41943",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1528","41946",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1529","41949",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1530","41952",NA,"€28.68",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1531","41955",NA,"€5.10",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1532","41958",NA,"€2.74*",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1533","41961",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1534","41964",NA,"€31.87",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"1535","42071","Dozer Compactor",NA,2018,NA,"62","Technic","171",NA,"Ages_NA",NA,"Box","0.33Kg (0.73 lb)","Retail","Small"
"1536","42072","WHACK!",NA,2018,NA,"41","Technic","135",NA,"Ages_NA",NA,"Box","0.3Kg (0.66 lb)","Retail","Small"
"1537","42073","BASH!",NA,2018,NA,"46","Technic","139",NA,"Ages_NA",NA,"Box","0.3Kg (0.66 lb)","Retail","Small"
"1538","42074","Racing Yacht",NA,2018,NA,"83","Technic","330",NA,"Ages_8 - 14",NA,"NA","0.61Kg (1.34 lb)","NA","Small"
"1539","42075","First Responder",NA,2018,NA,"106","Technic","513",NA,"Ages_NA",NA,"Box","0.86Kg (1.89 lb)","NA","Small"
"1540","42076","Hovercraft",NA,2018,NA,"139","Technic","1020",NA,"Ages_NA",NA,"Box","NA","NA","Small"
"1541","42077","Rally Car",NA,2018,NA,"152","Technic","1005",NA,"Ages_NA",NA,"NA","1.7Kg (3.74 lb)","NA","Small"
"1542","42078","Mack Anthem",NA,2018,NA,"253","Technic","2595",NA,"Ages_NA",NA,"Box","3.46Kg (7.62 lb)","Retail","Small"
"1543","42079","Heavy Duty Forklift",NA,2018,NA,"109","Technic","592",NA,"Ages_NA",NA,"Box","1.25Kg (2.75 lb)","Retail","Small"
"1544","42080","Forest Harvester",NA,2018,NA,"159","Technic","1003",NA,"Ages_NA",NA,"Box","1.69Kg (3.72 lb)","Retail","Small"
"1545","42081","Volvo Concept Wheel Loader ZEUX",NA,2018,NA,"144","Technic","1167",NA,"Ages_NA",NA,"Box","2.42Kg (5.33 lb)","Retail","Small"
"1546","42082","Rough Terrain Crane",NA,2018,NA,"262","Technic","4057",NA,"Ages_NA",NA,"Box","6.1Kg (13.44 lb)","Retail","Small"
"1547","42083","Bugatti Chiron",NA,2018,NA,"308","Technic","3599",NA,"Ages_16+",NA,"Box","5.92Kg (13.04 lb)","Retail - limited","Small"
"1548","42084","Hook Loader",NA,2018,NA,"49","Technic","176",NA,"Ages_NA",NA,"Box","0.27Kg (0.59 lb)","Retail","Small"
"1549","42088","Cherry Picker",NA,2019,NA,"51","Technic","155",NA,"Ages_7+",NA,"Box","0.16Kg (0.35 lb)","Retail","Small"
"1550","42089","Power Boat",NA,2019,NA,"56","Technic","174",NA,"Ages_8+",NA,"Box","0.26Kg (0.57 lb)","Retail","Small"
"1551","42090","Getaway Truck",NA,2019,NA,"33","Technic","128",NA,"Ages_7+",NA,"Box","0.31Kg (0.68 lb)","Retail","Small"
"1552","42091","Police Pursuit",NA,2019,NA,"39","Technic","120",NA,"Ages_7+",NA,"Box","0.29Kg (0.64 lb)","Retail","Small"
"1553","42092","Rescue Helicopter",NA,2019,NA,"81","Technic","325",NA,"Ages_8+",NA,"Box","0.45Kg (0.99 lb)","Retail","Small"
"1554","42093","Chevrolet Corvette ZR1",NA,2019,NA,"105","Technic","579",NA,"Ages_9+",NA,"Box","0.79Kg (1.74 lb)","Retail","Small"
"1555","42094","Tracked Loader",NA,2019,NA,"128","Technic","827",NA,"Ages_10+",NA,"Box","1.13Kg (2.49 lb)","Retail","Small"
"1556","42095","Remote-Controlled Stunt Racer",NA,2019,NA,"74","Technic","324",NA,"Ages_9+",NA,"Box","0.79Kg (1.74 lb)","Retail","Small"
"1557","42096","Porsche 911 RSR",NA,2019,NA,"178","Technic","1580",NA,"Ages_10+",NA,"Box","2.25Kg (4.96 lb)","Retail","Small"
"1558","42097","Compact Crawler Crane",NA,2019,NA,"102","Technic","920",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"1559","42098","Car Transporter",NA,2019,NA,"190","Technic","2493",NA,"Ages_11+",NA,"Box","NA","Retail","Small"
"1560","42099","4x4 X-Treme Off-Roader",NA,2019,NA,"131","Technic","958",NA,"Ages_11+",NA,"Box","NA","Retail","Small"
"1561","42100","Liebherr R 9800",NA,2019,NA,"222","Technic","4108",NA,"Ages_12+",NA,"Box","NA","Retail","Small"
"1562","42101","Buggy",NA,2020,NA,"47","Technic","117",NA,"Ages_7+",NA,"Box","0.15Kg (0.33 lb)","Retail","Small"
"1563","42102","Mini CLAAS XERION",NA,2020,NA,"45","Technic","130",NA,"Ages_7+",NA,"Box","0.18Kg (0.4 lb)","Retail","Small"
